val_loss,epoch,val_recall,val_accuracy,val_precision,val_classifier_loss,val_f1,total_act,total_macs,total_weights,est_act,val_error,step,lr-SGD,train_loss,train_classifier_loss,train_recall,train_error,train_accuracy,train_f1,train_precision,test_recall,test_precision,test_error,test_f1,test_loss,test_accuracy,test_classifier_loss
2.124770402908325,0,0.20969514548778534,0.211669921875,0.2599691152572632,2.124770402908325,0.172270268201828,2813972.0,555422720.0,11164352.0,131072.0,0.788330078125,20,,,,,,,,,,,,,,,
1.9750487804412842,1,0.26963043212890625,0.271728515625,0.29597753286361694,1.9750487804412842,0.25372886657714844,2813972.0,555422720.0,11164352.0,131072.0,0.728271484375,41,,,,,,,,,,,,,,,
,,,,,,,,,,,,49,0.028960915540557686,,,,,,,,,,,,,,
,2,,,,,,,,,,,49,,1.948346734046936,1.948346734046936,0.254183292388916,0.74658203125,0.25341796875,0.22596880793571472,0.2603877782821655,,,,,,,
1.8565404415130615,2,0.30864712595939636,0.310302734375,0.32132941484451294,1.8565404415130615,0.2937457263469696,2813972.0,555422720.0,11164352.0,131072.0,0.689697265625,62,,,,,,,,,,,,,,,
1.8184551000595093,3,0.3231315016746521,0.32470703125,0.3337218165397644,1.8184551000595093,0.3083420991897583,2813972.0,555422720.0,11164352.0,131072.0,0.67529296875,83,,,,,,,,,,,,,,,
,,,,,,,,,,,,99,0.07704912182095291,,,,,,,,,,,,,,
,4,,,,,,,,,,,99,,1.8239340782165527,1.8239340782165527,0.3174504041671753,0.689453125,0.310546875,0.27302223443984985,0.34630483388900757,,,,,,,
1.777977705001831,4,0.33860644698143005,0.33935546875,0.36376655101776123,1.777977705001831,0.3207411766052246,2813972.0,555422720.0,11164352.0,131072.0,0.66064453125,104,,,,,,,,,,,,,,,
1.7616745233535767,5,0.36021167039871216,0.359619140625,0.37456783652305603,1.7616745233535767,0.3310841917991638,2813972.0,555422720.0,11164352.0,131072.0,0.640380859375,125,,,,,,,,,,,,,,,
1.6256992816925049,6,0.40470588207244873,0.40283203125,0.43479448556900024,1.6256992816925049,0.38303136825561523,2813972.0,555422720.0,11164352.0,131072.0,0.59716796875,146,,,,,,,,,,,,,,,
,,,,,,,,,,,,149,0.14448645965464105,,,,,,,,,,,,,,
,7,,,,,,,,,,,149,,1.6278396844863892,1.6278396844863892,0.40778225660324097,0.59521484375,0.40478515625,0.38962042331695557,0.4087768793106079,,,,,,,
